uniprot,symbol,entrez
P24844,MYL9,10398
Q13542,EIF4EBP2,1979
Q7L3T8,PARS2,25973
Q8TBE9,NANP,140838
P13674,P4HA1,5033
Q9Y2D4,EXOC6B,23233
O95861,BPNT1,10380
Q9NYC9,DNAH9,1770
Q3MIT2,PUS10,150962
Q6ZU64,CCDC108,255101
Q6AI08,HEATR6,63897
Q9NWY4,C4orf27,54969
Q9NXF1,TEX10,54881
Q8N0Y7,PGAM4,441531
Q969G6,RFK,55312
Q5F1R6,DNAJC21,134218
P22570,FDXR,2232
P0CG30,GSTT2,2953
P0CG30,GSTT2B,653689
Q6P1K8|Q13888,GTF2H2C,728340
Q9UNX4,WDR3,10885
P07099,EPHX1,2052
Q6UWP2,DHRS11,79154
Q9BWT3,PAPOLG,64895
Q9NP81,SARS2,54938
P23786,CPT2,1376
Q6ZNW5,GDPGP1,390637
Q15493,RGN,9104
Q9BYV8,CEP41,95681
Q8NDH3,NPEPL1,79716
Q9HCC0,MCCC2,64087
Q9Y6B6,SAR1B,51128
Q8IV08,PLD3,23646
Q5TCS8,AK9,221264
Q9NWM8,FKBP14,55033
P30040,ERP29,10961
Q9Y3B8,REXO2,25996
P07108,DBI,1622
-,GCNT6,644378
Q9UJ68,MSRA,4482
Q9NWV4,C1orf123,54987
Q8N1G2,CMTR1,23070
Q9H0U6,MRPL18,29074
Q9P2H3,IFT80,57560
Q9UPR6,ZFR2,23217
P53007,SLC25A1,6576
Q9NX46,ADPRHL2,54936
Q86VI3,IQGAP3,128239
P30740,SERPINB1,1992
O15213,WDR46,9277
A6NHR9,SMCHD1,23347
O43148,RNMT,8731
O94804,STK10,6793
Q9NSB4,KRT82,3888
Q9H3N1,TMX1,81542
Q6P1N0,CC2D1A,54862
Q01415,GALK2,2585
P05166,PCCB,5096
Q9NS18,GLRX2,51022
Q71F56,MED13L,23389
Q8N9T8,KRI1,65095
Q9Y5J1,UTP18,51096
O14815,CAPN9,10753
Q96I51,WBSCR16,81554
P43304,GPD2,2820
Q53T59,HS1BP3,64342
Q9BZH6,WDR11,55717
Q15061,WDR43,23160
Q86YW9,MED12L,116931
Q9C0I1,MTMR12,54545
Q8TED0,UTP15,84135
Q12769,NUP160,23279
Q5SRE5,NUP188,23511
Q6UB35,MTHFD1L,25902
Q8IYT2,CMTR2,55783
Q63HM1,AFMID,125061
P98171,ARHGAP4,393
Q3MHD2,LSM12,124801
Q9NX40,OCIAD1,54940
Q4VC31,CCDC58,131076
P05165,PCCA,5095
Q8IY67,RAVER1,125950
Q5R3I4,TTC38,55020
Q6NXE6,ARMC6,93436
Q6PCE3,PGM2L1,283209
Q8NBJ5,COLGALT1,79709
Q10713,PMPCA,23203
Q96P11,NSUN5,55695
Q9Y2Y1,POLR3K,51728
Q86U38,NOP9,161424
O15318,POLR3G,10622
O15460,P4HA2,8974
Q86TM3,DDX53,168400
Q13308,PTK7,5754
Q9BTE6,PTGES3L-AARSD1,100885850
Q5THJ4,VPS13D,55187
Q9H6Y2,WDR55,54853
Q7RTR0,NLRP9,338321
Q96HN2,AHCYL2,23382
Q9Y2W1,THRAP3,9967
Q8WXA3,RUFY2,55680
O15394,NCAM2,4685
Q6ZN16,MAP3K15,389840
Q8NDV3,SMC1B,27127
P16152,CBR1,873
A3KN83,SBNO1,55206
Q86VM9,ZC3H18,124245
Q8TEA1,NSUN6,221078
O75191,XYLB,9942
Q96RP9,GFM1,85476
O60783,MRPS14,63931
Q9UQC9,CLCA2,9635
Q9NRX2,MRPL17,63875
Q9H6R4,NOL6,65083
Q96EU6,RRP36,88745
Q14692,BMS1,9790
O75683,SURF6,6838
Q96C90,PPP1R14B,26472
Q6YN16,HSDL2,84263
Q96F63,CCDC97,90324
Q96DB5,RMDN1,51115
Q86W25,NLRP13,126204
P48426,PIP4K2A,5305
Q96Q06,PLIN4,729359
Q01167,FOXK2,3607
Q92626,PXDN,7837
P08240,SRPR,6734
Q14690,PDCD11,22984
Q6IS14,EIF5AL1,143244
Q9NV06,DCAF13,25879
Q96IU4,ABHD14B,84836
Q9NRM0,SLC2A9,56606
P54802,NAGLU,4669
Q9P0K7,RAI14,26064
Q9NRJ5,PAPOLB,56903
Q13748,TUBA3D,113457
Q96RT7,TUBGCP6,85378
Q6GMV3,PTRHD1,391356
Q16348,SLC15A2,6565
-,RNU12,267010
Q9UK97,FBXO9,26268
Q15057,ACAP2,23527
-,SCARNA22,677770
Q9Y5Z6,B3GALT1,8708
Q8N1G1,REXO1,57455
P13349,MYF5,4617
Q99986,VRK1,7443
P24941,CDK2,1017
P16581,SELE,6401
A7KAX9,ARHGAP32,9743
Q03164,KMT2A,4297
Q9H6P5,TASP1,55617
Q01831,XPC,7508
Q13569,TDG,6996
P17252,PRKCA,5578
P22303,ACHE,43
Q9Y5B0,CTDP1,9150
Q9UBK2,PPARGC1A,10891
Q15853,USF2,7392
Q8IXJ6,SIRT2,22933
Q4KMG0,CDON,50937
Q9BWV1,BOC,91653
Q16514,TAF12,6883
O15105,SMAD7,4092
Q13485,SMAD4,4089
Q15797,SMAD1,4086
Q15796,SMAD2,4087
P84022,SMAD3,4088
Q9NVN3,RIC8B,55188
P50148,GNAQ,2776
P84996|Q5JWF2|O95467|P63092,GNAS,2778
Q96S44,TP53RK,112858
P43351,RAD52,5893
Q92830,KAT2A,2648
P01106,MYC,4609
Q9UBB5,MBD2,8932
Q08211,DHX9,1660
P15498,VAV1,7409
Q7Z6E9,RBBP6,5930
P08514,ITGA2B,3674
P61244,MAX,4149
Q99081,TCF12,6938
P15923,TCF3,6929
Q9NPB9,ACKR4,51554
P29084,GTF2E2,2961
P13984,GTF2F2,2963
P28482,MAPK1,5594
P06400,RB1,5925
P55036,PSMD4,5710
Q00987,MDM2,4193
P38398,BRCA1,672
P04406,GAPDH,2597
Q92800,EZH1,2145
O43615,TIMM44,10469
Q09472,EP300,2033
P63279,UBE2I,7329
P35269,GTF2F1,2962
O95072,REC8,9985
Q9UQE7,SMC3,9126
Q07011,TNFRSF9,3604
Q9BVC3,DSCC1,79075
Q8WVB6,CHTF18,63922
P0CG13,CHTF8,54921
P23468,PTPRD,5789
Q13136,PPFIA1,8500
O75334,PPFIA2,8499
O75145,PPFIA3,8541
Q8ND30,PPFIBP2,8495
P27797,CALR,811
P13569,CFTR,1080
Q9Y6M7,SLC4A7,9497
O14745,SLC9A3R1,9368
P07225,PROS1,5627
Q96JK9,MAML3,55534
Q8IZL2,MAML2,84441
O00459,PIK3R2,5296
P04114,APOB,338
P49792,RANBP2,5903
P19438,TNFRSF1A,7132
P49427,CDC34,997
Q01196,RUNX1,861
P16410,CTLA4,1493
P00519,ABL1,25
P10589,NR2F1,7025
P11926,ODC1,4953
P18084,ITGB5,3693
Q16637,SMN1,6606
Q7L5N1,COPS6,10980
Q14213,EBI3,10148
Q8NEV9,IL27,246778
Q6UWB1,IL27RA,9466
-,LPA,4018
P49755,TMED10,10972
P50453,SERPINB9,5272
Q9UKF6,CPSF3,51692
Q6UN15,FIP1L1,81608
O95639,CPSF4,10898
Q9P2I0,CPSF2,53981
P46777,RPL5,6125
P20749,BCL3,602
P60201,PLP1,5354
O15294,OGT,8473
P68400,CSNK2A1,1457
P46939,UTRN,7402
Q9Y4J8,DTNA,1837
P62158,CALM1,801
P42858,HTT,3064
Q13501,SQSTM1,8878
Q9H492,MAP1LC3A,84557
P07333,CSF1R,1436
P00533,EGFR,1956
Q9UBN7,HDAC6,10013
P09874,PARP1,142
Q16553,LY6E,4061
Q92922,SMARCC1,6599
P51532,SMARCA4,6597
Q16666,IFI16,3428
Q9H9E1,ANKRA2,57763
O14593,RFXANK,8625
Q9H0W5,CCDC8,83987
Q2KHR2,RFX7,64864
Q14999,CUL7,9820
P56524,HDAC4,9759
Q9UQL6,HDAC5,10014
Q96RU2,USP28,57646
P51572,BCAP31,10134
P35568,IRS1,3667
P42684,ABL2,27
Q9UKG1,APPL1,26060
Q8NEU8,APPL2,55198
P22681,CBL,867
Q13191,CBLB,868
Q9BSQ5,CCM2,83605
P46108,CRK,1398
P46109,CRKL,1399
P41240,CSK,1445
Q9UN19,DAPP1,27071
Q99704,DOK1,1796
O60496,DOK2,9046
Q8TEW6,DOK4,55715
Q9P104,DOK5,55816
Q12929,EPS8,2059
P16591,FER,2241
O15117,FYB,2533
Q13322,GRB10,2887
Q14449,GRB14,2888
P62993,GRB2,2885
Q14451,GRB7,2886
P08631,HCK,3055
Q96JZ2,HSH2D,84941
O14713,ITGB1BP1,9270
P52333,JAK3,3718
Q13387,MAPK8IP2,23542
Q7Z7G1,CLNK,116449
P16333,NCK1,4690
P49757,NUMB,8650
Q92569,PIK3R3,8503
P16885,PLCG2,5336
Q06124,PTPN11,5781
P29350,PTPN6,5777
Q5R372|B7ZAP0,RABGAP1L,9910
P20936,RASA1,5921
Q9NRF2,SH2B1,25970
O60880,SH2D1A,4068
Q9NP31,SH2D2A,9047
P78314,SH3BP2,6452
O14543,SOCS3,9021
Q8WXH5,SOCS4,122809
O14544,SOCS6,9306
P12931,SRC,6714
P40763,STAT3,6774
P42229,STAT5A,6776
P43405,SYK,6850
P07947,YES1,7525
Q96IW2,SHD,56961
Q5VZ18,SHE,126669
Q8IZW8,TNS4,84951
O14796,SH2D1B,117157
O43559,FRS3,10817
Q18PE1,DOK7,285489
O95704,APBB3,10307
O15524,SOCS1,8651
Q92625,ANKS1A,23294
P42224,STAT1,6772
P37173,TGFBR2,7048
Q13347,EIF3I,8668
Q92558,WASF1,8936
O75582,RPS6KA5,9252
Q07817,BCL2L1,598
P10415,BCL2,596
Q06187,BTK,695
P52757,CHN2,1124
O75791,GRAP2,9402
P07948,LYN,4067
O75052,NOS1AP,9722
Q13671,RIN1,9610
Q8TB24,RIN3,79890
Q9H788,SH2D4A,63898
Q63HR2,TENC1,23371
Q8WU20,FRS2,10818
P06241,FYN,2534
Q9BRG2,SH2D3A,10045
Q66PJ3,ARL6IP4,51329
Q9Y575,ASB3,51130
Q96DX5,ASB9,140462
O75815,BCAR3,8412
Q5SXH7,PLEKHS1,79949
Q9Y3I0,RTCB,51493
Q8TAL5,C9orf43,257169
Q7L591,DOK3,79930
Q96IP4,FAM46A,55603
Q96A09,FAM46B,115572
Q8TE12,LMX1A,4009
Q8TAK6,OLIG1,116448
Q6GQQ9,OTUD7B,56957
Q9NPB6,PARD6A,50855
Q8N2H9,PELI3,246330
O00264,PGRMC1,10857
P27986,PIK3R1,5295
Q9UF11,PLEKHB1,58473
Q07869,PPARA,5465
O43242,PSMD3,5709
Q05397,PTK2,5747
O95073|Q9Y620,RAD54B,25788
Q96R05,RBP7,116362
Q9UKA8,RCAN3,11123
Q99619,SPSB2,84727
Q5BJH2,TMEM128,85013
O60636,TSPAN2,10100
Q8WVJ9,TWIST2,117581
P55072,VCP,7415
Q96N03,VSTM2L,128434
Q8N6F8,WBSCR27,155368
Q8IZQ1,WDFY3,23001
Q8TBZ3,WDR20,91833
Q5VU92,DCAF12L1,139170
-,ZNF767P,79970
Q14511,NEDD9,4739
P40337,VHL,7428
P05771,PRKCB,5579
P05129,PRKCG,5582
Q05655,PRKCD,5580
Q14653,IRF3,3661
P25963,NFKBIA,4792
O14920,IKBKB,3551
Q9UHD2,TBK1,29110
Q13490,BIRC2,329
Q13489,BIRC3,330
Q04323,UBXN1,51035
Q9BUL5,PHF23,79142
Q6UWE0,LRSAM1,90678
Q8TEL6,TRPC4AP,26133
Q13309,SKP2,6502
P98161,PKD1,5310
P35222,CTNNB1,1499
Q13153,PAK1,5058
P21796,VDAC1,7416
P38936,CDKN1A,1026
Q8TD19,NEK9,91754
Q8TD16,BICD2,23299
Q9Y6K9,IKBKG,8517
Q9NRD5,PICK1,9463
Q9Y3R0,GRIP1,23426
Q14831,GRM7,2917
Q14416,GRM2,2912
P35869,AHR,196
Q96B97,SH3KBP1,30011
P38432,COIL,8161
Q9UBU9,NXF1,10482
P32121,ARRB2,409
P30556,AGTR1,185
Q9UIW2,PLXNA1,5361
P63000,RAC1,5879
P19634,SLC9A1,6548
Q99558,MAP3K14,9020
P19793,RXRA,6256
P27037,ACVR2A,92
Q9UER7,DAXX,1616
P98172,EFNB1,1947
Q9BX66,SORBS1,10580
P49593,PPM1F,9647
Q9UQM7,CAMK2A,815
P39687,ANP32A,8125
Q92688,ANP32B,10541
Q01105,SET,6418
Q13107,USP4,7375
Q9UPT9,USP22,23326
O15151,MDM4,4194
Q9UBS4,DNAJB11,51726
P10276,RARA,5914
P48443,RXRG,6258
Q9UKC9,FBXL2,25827
Q96P20,NLRP3,114548
Q86V97,KBTBD6,89890
Q8WVZ9,KBTBD7,84078
Q13618,CUL3,8452
Q9GZQ8,MAP1LC3B,81631
O95166,GABARAP,11337
Q9H0R8,GABARAPL1,23710
P60520,GABARAPL2,11345
Q9BXW4,MAP1LC3C,440738
Q15386,UBE3C,9690
P20073,ANXA7,310
O00161,SNAP23,8773
O43318,MAP3K7,6885
Q16787,LAMA3,3909
P26358,DNMT1,1786
Q96T88,UHRF1,29128
P36897,TGFBR1,7046
Q13105,ZBTB17,7709
Q9Y4B6,VPRBP,9730
Q96S94,CCNL2,81669
Q9Y3Z3,SAMHD1,25939
Q9UH77,KLHL3,26249
P56748,CLDN8,9073
Q96T60,PNKP,11284
Q9UM11,FZR1,51343
Q06787,FMR1,2332
Q14457,BECN1,8678
Q6ZNE5,ATG14,22863
Q8NEB9,PIK3C3,5289
Q9P2Y5,UVRAG,7405
Q9UII4,HERC5,51191
Q53EL6,PDCD4,27250
P50281,MMP14,4323
P62258,YWHAE,7531
Q86UU9,TAC4,255061
P20366,TAC1,6863
Q96J02,ITCH,83737
Q9BT67,NDFIP1,80762
Q96NW4,ANKRD27,84079
Q13255,GRM1,2911
P41594,GRM5,2915
Q5EG05,CARD16,114769
P29466,CASP1,834
P36956,SREBF1,6720
P62877,RBX1,9978
P03372,ESR1,2099
Q01167,FOXK2,3607
Q99728,BARD1,580
P49759,CLK1,1195
Q07955,SRSF1,6426
O60260,PARK2,5071
P37231,PPARG,5468
P10828,THRB,7068
P11473,VDR,7421
O75376,NCOR1,9611
P67775,PPP2CA,5515
Q96RU3,FNBP1,23048
Q12933,TRAF2,7186
Q5VWQ8,DAB2IP,153090
Q99683,MAP3K5,4217
O15111,CHUK,1147
P24928,POLR2A,5430
Q9H269,VPS16,64601
Q9P253,VPS18,57617
Q96AX1,VPS33A,65082
Q9H9C1,VIPAS39,63894
Q9H267,VPS33B,26276
Q13813,SPTAN1,6709
P41220,RGS2,5997
Q9H4M3,FBXO44,93611
Q01826,SATB1,6304
P49336,CDK8,1024
P50750,CDK9,1025
P50613,CDK7,1022
P11233,RALA,5898
P11309,PIM1,5292
Q15173,PPP2R5B,5526
P43034,PAFAH1B1,5048
Q9BXM7,PINK1,65018
P0CG48,UBC,7316
P08151,GLI1,2735
P48436,SOX9,6662
Q9Y297,BTRC,8945
Q99714,HSD17B10,3028
O94826,TOMM70A,9868
Q15388,TOMM20,9804
O96008,TOMM40,10452
Q9NS69,TOMM22,56993
P43355,MAGEA1,4100
Q9UBF1,MAGEC2,51438
Q8TD90,MAGEE2,139599
-,MAGEL2,54551
P43366,MAGEB1,4112
P10145,CXCL8,3576
P62873,GNB1,2782
P59768,GNG2,54331
Q9UHD9,UBQLN2,29978
Q9GZP9,DERL2,51009
P46379,BAG6,7917
P07900,HSP90AA1,3320
Q15185,PTGES3,10728
Q16819,MEP1A,4224
P31785,IL2RG,3561
P19174,PLCG1,5335
P15173,MYOG,4656
Q03111,MLLT1,4298
P35226,BMI1,648
P29590,PML,5371
P04637,TP53,7157
Q9UQR0,SCML2,10389
Q99496,RNF2,6045
Q93009,USP7,7874
P27361,MAPK3,5595
Q969H0,FBXW7,55294
Q15599,SLC9A3R2,9351
P63244,GNB2L1,10399
O94952,FBXO21,23014
Q9NPD8,UBE2T,29089
Q9NW38,FANCL,55120
Q14766,LTBP1,4052
O14733,MAP2K7,5609
Q99592,ZBTB18,10472
O75486,SUPT3H,8464
Q5T2W1,PDZK1,5174
Q9ULM3,YEATS2,55689
Q96M98,PACRG,135138
P53355,DAPK1,1612
Q96JY6,PDLIM2,64236
P17987,TCP1,6950
Q8WXA9,SREK1,140890
Q01658,DR1,1810
P20226,TBP,6908
Q86V24,ADIPOR2,79602
Q8N726|P42771,CDKN2A,1029
P60484,PTEN,5728
P31749,AKT1,207
P62136,PPP1CA,5499
P01133,EGF,1950
Q7Z6Z7,HUWE1,10075
Q9Y6Q9,NCOA3,8202
Q9NYG5,ANAPC11,51529
P25054,APC,324
Q13315,ATM,472
O14965,AURKA,6790
O95429,BAG4,9530
Q9HCU9,BRMS1,25855
Q14790,CASP8,841
P24385,CCND1,595
P42773,CDKN2C,1031
O96017,CHEK2,11200
P04626,ERBB2,2064
Q92731,ESR2,2100
P21802,FGFR2,2263
P22455,FGFR4,2264
O75330,HMMR,3161
P01112,HRAS,3265
P08069,IGF1R,3480
P01116,KRAS,3845
P33241,LSP1,4046
O60934,NBN,4683
Q04721,NOTCH2,4853
Q86YC2,PALB2,79728
Q02962,PAX2,5076
P35232,PHB,5245
P42336,PIK3CA,5290
O15297,PPM1D,8493
P18031,PTPN1,5770
Q12913,PTPRJ,5795
Q06609,RAD51,5888
P04049,RAF1,5894
Q8TDY2,RB1CC1,9821
Q15831,STK11,6794
P01137,TGFB1,7040
Q99816,TSG101,7251
P19544,WT1,7490
O43542,XRCC3,7517
P11245,NAT2,10
Q96KN1,FAM84B,157638
Q9BZ95,WHSC1L1,54904
Q13007,IL24,11009
Q5VTR2,RNF20,56254
P29374,ARID4A,5926
Q05516,ZBTB16,7704
Q15276,RABEP1,9135
Q9UKR3,KLK13,26085
Q15287,RNPS1,10921
Q05519,SRSF11,9295
P43358,MAGEA4,4103
P61586,RHOA,387
P60953,CDC42,998
Q969H4,CNKSR1,10256
Q07960,ARHGAP1,392
Q9BST9,RTKN,6242
P52565,ARHGDIA,396
Q8TCX5,RHPN1,114822
Q12967,RALGDS,5900
P49711,CTCF,10664
Q07699,SCN1B,6324
Q9UM73,ALK,238
Q9GZM8,NDEL1,81565
Q7Z7E8,UBE2Q1,55585
Q13547,HDAC1,3065
Q92769,HDAC2,3066
Q13761,RUNX3,864
P54257,HAP1,9001
Q8N5C8,TAB3,257397
Q9NYJ8,TAB2,23118
Q8N9N5,BANP,54971
Q07666,KHDRBS1,10657
P49450,CENPA,1058
Q8NCD3,HJURP,55355
Q13619,CUL4A,8451
Q9UKB1,FBXW11,23291
Q01844,EWSR1,2130
Q8NFH3,NUP43,348995
Q9BW27,NUP85,79902
P57740,NUP107,57122
Q8WUM0,NUP133,55746
Q12769,NUP160,23279
Q8NFH5,NUP35,129401
P02545,LMNA,4000
O00444,PLK4,10733
-,CEP192,55125
Q96MT8,CEP63,80254
Q05D60,CCDC67,159989
Q9HC77,CENPJ,55835
O94986,CEP152,22995
Q2KHM9,KIAA0753,9851
Q49A88,CCDC14,64770
Q96SN8,CDK5RAP2,55755
P62807,HIST1H2BG,8339
P68431,HIST1H3A,8350
Q9NPJ6,MED4,29079
Q9H944,MED20,9477
Q9ULK4,MED23,9439
P52306,RAP1GDS1,5910
P30260,CDC27,996
Q9P2D0,IBTK,25998
Q96PU5,NEDD4L,23327
O15033,AREL1,9870
Q96FW1,OTUB1,55611
O95630,STAMBP,10617
Q9UGI0,ZRANB1,54764
O95714,HERC2,8924
Q14137,BOP1,23246
Q9NU22,MDN1,23195
P78362,SRPK2,6733
Q96AP0,ACD,65057
Q8N157,AHI1,54806
Q15154,PCM1,5108
Q9P2K1,CC2D2A,57545
Q5TB80,CEP162,22832
O15078,CEP290,80184
Q8N960,CEP120,153241
Q6ZU80,CEP128,145508
Q66GS9,CEP135,9662
Q68CZ1,RPGRIP1L,23322
Q96LK0,CEP19,84984
Q86VQ0,LCA5,167691
O75665,OFD1,8481
Q96NL6,SCLT1,132320
Q8N0Z3,SPICE1,152185
Q9Y2D8,SSX2IP,117178
Q01484,ANK2,287
Q9P2S5,WRAP73,49856
Q9UPM9,B9D1,27077
Q9BPU9,B9D2,80776
Q9NXB0,MKS1,54903
Q96GX1,TCTN2,79867
Q6NUS6,TCTN3,26123
O43303,CCP110,9738
Q8IW35,CEP97,79598
Q5SW79,CEP170,9859
O60308,CEP104,9731
Q8N137,CNTROB,116840
O95684,FGFR1OP,11116
Q9UPV0,CEP164,22897
Q9C0F1,CEP44,80817
Q96ST8,CEP89,84902
Q7Z7A1,CNTRL,11064
Q8TES7,FBF1,85302
Q9Y2I6,NINL,22981
Q8N4C6,NIN,51199
O15259,NPHP1,4867
O75161,NPHP4,261734
Q5BJF6,ODF2,4957
Q14203,DCTN1,1639
Q9Y592,CEP83,51134
P41208,CETN2,1069
Q8NA72,POC5,134359
P63172,DYNLT1,6993
Q86UK5,EVC2,132884
Q86SG6,NEK8,284086
Q6UVJ0,SASS6,163786
Q96Q45,TMEM237,65062
Q8NBT0,POC1A,25886
Q8TC44,POC1B,282809
Q96KN7,RPGRIP1,57096
Q92834,RPGR,6103
Q15468,STIL,6491
Q2MV58,TCTN1,79600
Q86X19,TMEM17,200728
Q9P0N5,TMEM216,51259
Q5HYA8,TMEM67,91147
Q13887,KLF5,688
Q9H3M9,ATXN3L,92552
Q9UJX6,ANAPC2,29882
Q12834,CDC20,991
Q9UJX5,ANAPC4,29945
O60636,TSPAN2,10100
P09093,CELA3A,10136
-,TIMM23B,100652748
Q8TCX5,RHPN1,114822
Q9BXI9,C1QTNF6,114904
Q96DA2,RAB39B,116442
Q6ZUJ8,PIK3AP1,118788
Q8N8R7,ARL14EP,120534
Q96DA0,ZG16B,124220
Q5I0X7,TTC32,130502
Q8WUU8,TMEM174,134288
Q96MY1,NOL4L,140688
Q8WWG1,NRG4,145957
Q6GPH6,ITPRIPL1,150771
-,PPP1R2P3,153743
Q7RTU3,OLIG3,167826
-,ZNF385C,201181
Q96QK8,SMIM14,201895
Q8NBI2,CYB561A3,220002
Q86XE0,SNX32,254122
Q8N6N6,NATD1,256302
Q9Y5P8,PPP2R3B,28227
Q6PF18,MORN3,283385
-,NBPF22P,285622
Q8TC20,CAGE1,285782
-,PKD1P1,339044
Q8IYA8,CCDC36,339834
-,GLIDR,389741
Q96GX8,C16orf74,404550
-,CT45A5,441521
P23409,MYF6,4618
Q14802,FXYD3,5349
Q96EQ0,SGTB,54557
Q96MA1,DMRTB1,63948
Q53EP0,FNDC3B,64778
Q9NUH8,TMEM14B,81853
Q5BJH2,TMEM128,85013
Q96A05,ATP6V1E2,90423
O43920,NDUFS5,4725
Q86Y39,NDUFA11,126328
Q13751,LAMB3,3914
Q08174,PCDH1,5097
Q17RP2,TIGD6,81789
Q96H55,MYO19,80179
Q2M1P5,KIF7,374654
Q8NHH9,ATL2,64225
Q9NYZ3,GTSE1,51512
Q96QS3,ARX,170302
Q9P2B7,CFAP97,57587
Q9Y3E0,GOLT1B,51026
Q9NVH1,DNAJC11,55735
Q6SPF0,SAMD1,90378
Q08AG7,MZT1,440145
Q8N137,CNTROB,116840
Q5T3F8,TMEM63B,55362
Q969M3,YIPF5,81555
Q6ZNC8,MBOAT1,154141
O00400,SLC33A1,9197
Q05D32,CTDSPL2,51496
Q15058,KIF14,9928
P19484,TFEB,7942
Q9Y5E8,PCDHB15,56121
P07197,NEFM,4741
Q9UBS9,SUCO,51430
O60245,PCDH7,5099
Q7Z4S6,KIF21A,55605
Q8TF50,ZNF526,116115
Q8N1G0,ZNF687,57592
Q9UKX3,MYH13,8735
Q9UPP5,KIAA1107,23285
Q96RT8,TUBGCP5,114791
Q96RR1,C10orf2,56652
Q96Q89,KIF20B,9585
Q8NI77,KIF18A,81930
Q6ZRV2,FAM83H,286077
Q9NUQ6,SPATS2L,26010
Q8N655,C10orf12,26148
P59047,NLRP5,126206
P51788,CLCN2,1181
Q86WU2,LDHD,197257
Q9Y4A0,JRKL,8690
Q00765,REEP5,7905
Q9P2E3,ZNFX1,57169
Q9NVD3,SETD4,54093
P98174,FGD1,2245
Q96SY0,VWA9,81556
Q14149,MORC3,23515
Q9NY74,ETAA1,54465
Q8IX21,FAM178A,55719
Q5T7B8,KIF24,347240
Q8NC67,NETO2,81831
Q6ZT07,TBC1D9,23158
Q96PC2,IP6K3,117283
O15403,SLC16A6,9120
Q8NFC6,BOD1L1,259282
Q6ZRP7,QSOX2,169714
P61018,RAB4B,53916
Q96GX5,MASTL,84930
Q9UHN1,POLG2,11232
Q8TAT5,NEIL3,55247
Q9H6I2,SOX17,64321
Q5JUW0,KRBOX4,55634
Q96HQ2,CDKN2AIPNL,91368
Q96B86,RGMA,56963
P56730,PRSS12,8492
Q9Y6X3,MAU2,23383
O14782,KIF3C,3797
Q96M32,AK7,122481
Q8TAP8,PPP1R35,221908
Q5K651,SAMD9,54809
Q9NXC5,MIOS,54468
Q96S15,WDR24,84219
O75140,DEPDC5,9681
P12034,FGF5,2250
Q9HBE4,IL21,59067
Q8TDF6,RASGRP4,115727
Q32P44,EML3,256364
O15537,RS1,6247
Q6ZV29,PNPLA7,375775
O75473,LGR5,8549
P50548,ERF,2077
Q8TC41,RNF217,154214
Q86W56,PARG,8505
Q6X9E4,FBXW12,285231
Q8TDD2,SP7,121340
Q6ZRF8,RNF207,388591
Q12948,FOXC1,2296
Q12950,FOXD4,2298
O00358,FOXE1,2304
Q12946,FOXF1,2294
Q6ZQN5,FOXI2,399823
Q9UPW0,FOXJ3,22887
Q9BXL5,HEMGN,55363
Q8NFM7,IL17RD,54756
O75426,FBXO24,26261
-,AOC4P,90586
Q12952,FOXL1,2300
Q9BQ69,MACROD1,28992
O15353,FOXN1,8456
-,FOXO6,100132074
Q5T1M5,FKBP15,23307
Q9C009,FOXQ1,94234
Q9C0F0,ASXL3,80816
Q8NEA6,GLIS3,169792
O43364,HOXA2,3199
Q86YD5,LDLRAD3,143458
Q6ZSG1,RNF165,494470
P15516,HTN3,3347
Q8WUQ7,CACTIN,58509
Q96DW6,SLC25A38,54977
Q70HW3,SLC25A26,115286
Q6TCH7,PAQR3,152559
A2A288,ZC3H12D,340152
Q8TB52,FBXO30,84085
Q8NEA4,FBXO36,130888
Q9P2H5,USP35,57558
A1A4Y4,IRGM,345611
Q49MI3,CERKL,375298
Q5T8A7,PPP1R26,9858
Q7L0Q8,RHOU,58480
Q9P278,FNIP2,57600
Q8TD90,MAGEE2,139599
Q9NSA0,SLC22A11,55867
Q96PV7,FAM193B,54540
Q9BYJ9,YTHDF1,54915
Q969W3,FAM104A,84923
Q13304,GPR17,2840
Q9Y2I9,TBC1D30,23329
Q8TCC7,SLC22A8,9376
P45844,ABCG1,9619
Q9H173,SIL1,64374
Q8N8N0,RNF152,220441
Q5U5R9,HECTD2,143279
O94952,FBXO21,23014
-,MIR363,574031
-,MIRLET7A1,406881
Q8N3P4,VPS8,23355
Q96LB3,IFT74,80173
Q86WT1,TTC30A,92104
Q8N4P2,TTC30B,150737
Q9UPW8,UNC13A,23025
Q9Y366,IFT52,51098
Q9BV94,EDEM2,55741
Q9BZQ6,EDEM3,80267
O95718,ESRRB,2103
A6NNY8,USP27X,389856
Q8IWC1,MAP7D3,79649
Q9NVH0,EXD2,55218
Q5T7W0,ZNF618,114991
Q6ZT12,UBR3,130507
Q13615,MTMR3,8897
Q9Y6D0,SELK,58515
Q9H920,RNF121,55298
A1L188,C17orf89,284184
Q6IPR1,LYRM5,144363
P26440,IVD,3712
O75208,COQ9,57017
Q4J6C6,PREPL,9581
Q9BTZ2,DHRS4,10901
Q8NI37,PPTC7,160760
Q8WV93,LACE1,246269
Q8WW59,SPRYD4,283377
Q9HAC7,SUGCT,79783
P0C7P0,CISD3,284106
Q9NQH7,XPNPEP3,63929
Q96FC7,PHYHIPL,84457
Q8N3Z0,PRSS35,167681
